,Progress,Finished,Q25,Q25_4_TEXT,Memberships ,Are You ,Q30,Q30_16_TEXT,Indy,public email,public email at work,Memberships ,Q26,Someoneelse ,Signin2 ,Signin2 _3_TEXT,Q32,Added,Admin ,Access,Instructions,Lost Envelopes,Wrong Inbox,Prefer 
MOPS,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",20,Yes,Yes,"Real Estate (Agents, etc.)",,"Yes, I own my own business",Yes,No,16-25,Work,Yes,Work,,,Not Sure,Yes,,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,Other (please specify):,HR/Staffing,No,No,,6-10,Work,No,Work,,,Yes,Yes,,Yes,No,Yes,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,Yes,Yes,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Not Sure,Yes,Higher Education,,No,No,,,,,,,,Yes,Yes,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,"Yes, I work independently",No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,1,Work,No,Work,,,Yes,Not Sure,No,Yes,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,Legal Services,,No,No,,2-3,Work,No,Work,,,Yes,Yes,,Yes,No,No,No opinion
MOPS,100,True,company email (eg. me@company.com),,No,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,Yes,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,multiple emails (how many different email addresses do you use?),5,Not Sure,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,"Yes, I own my own business",No,,,,,,,,Not Sure,Yes,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,"public email (eg. me@gmail.com),multiple emails (how many different email addresses do you use?)",7,No,Yes,"Real Estate (Agents, etc.)",,"Yes, I own my own business",Yes,Yes,,,,,,,No,Yes,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,public email (eg. me@gmail.com),,No,Yes,"Real Estate (Agents, etc.)",,"Yes, I work independently",Yes,Yes,,,,,,,No,Yes,,Yes,No,No,No opinion
MOPS,100,True,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,No,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,Not Sure,No,No opinion
MOPS,100,True,company email (eg. me@company.com),,No,Yes,Technology,,No,No,,,,,,,,Yes,Yes,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,Other (please specify):,Logistics,No,No,,2-3,Work,No,Work,,,Yes,Yes,,Yes,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,"company email (eg. me@company.com),public email (eg. me@gmail.com),multiple emails (how many different email addresses do you use?)",2,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,"Yes, I own my own business",No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,No,Yes,Other (please specify):,Pharmaceutical,No,No,,,,,,,,No,Yes,,Yes,Not Sure,Not sure,No opinion
MOPS,100,True,company email (eg. me@company.com),,Yes,No,Other (please specify):,Healthcare Employee Staffing,No,No,,1,Work,Yes,I do not send DocuSign envelopes,,,,,,Yes,Yes,Not sure,No opinion
MOPS,100,True,company email (eg. me@company.com),,No,Yes,Higher Education,,No,Yes,No,,,,,,,Yes,No,Not Sure,Yes,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,public email (eg. me@gmail.com),,No,Yes,Technology,,"Yes, I work independently",Yes,No,,,,,,,Yes,No,Yes,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",,Yes,Yes,Other (please specify):,Agriculture,No,No,,2-3,Work,No,Work,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,"company email (eg. me@company.com),public email (eg. me@gmail.com)",,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,Yes,No,,,,,,,,,,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Not Sure,Yes,"Real Estate (Agents, etc.)",,No,No,,,,,,,,Yes,No,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,No,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,"Yes, I own my own business",No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",pprovencio@cbunited.com,Not Sure,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,No,Not Sure,Not sure,No opinion
MOPS,100,True,company email (eg. me@company.com),,No,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Real Estate (Agents, etc.)",,No,No,,16-25,I use separate emails for work and personal DocuSign accounts,Yes,Work,,,Yes,No,Yes,Yes,No,Not sure,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Real Estate (Agents, etc.)",,"Yes, I work independently",No,,25+,Work,Yes,Work,,,Yes,No,No,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,No,Yes,Technology,,No,No,,,,,,,,Yes,Yes,,Yes,No,No,No opinion
MOPS,100,True,company email (eg. me@company.com),,No,Yes,Construction,,No,No,,,,,,,,Not Sure,No,No,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,1,Work,No,Work,,,Yes,Yes,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,2-3,Work,No,Work,,,Yes,Yes,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,2-3,Work,No,Work,,,Yes,Yes,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,multiple emails (how many different email addresses do you use?),2,No,No,"Real Estate (Agents, etc.)",,"Yes, I work independently",No,,,,,,,,,,,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,No,Yes,"Real Estate (Agents, etc.)",,No,No,,,,,,,,No,No,No,No,Not Sure,No,No opinion
MOPS,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",2,No,Yes,Non-Profit,,No,No,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,Not Sure,Yes,"Real Estate (Agents, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Not Sure,Yes,Higher Education,,No,No,,,,,,,,Yes,Yes,,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,2-3,Work,No,Work,,,Yes,No,Not Sure,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,"Yes, I own my own business",No,,2-3,Personal,Yes,Personal,,,No,No,No,No,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,1,Work,No,Work,,,,,,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,multiple emails (how many different email addresses do you use?),2,Not Sure,No,Communication & Media,,No,No,,,,,,,,,,,No,Yes,Yes,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,Technology,,No,No,,2-3,I use separate emails for work and personal DocuSign accounts,No,Work,,,Yes,Yes,,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,No,Yes,Construction,,No,No,,,,,,,,Yes,Yes,,Yes,No,No,No opinion
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,Work,No,Work,,,Yes,Yes,,Yes,Yes,Yes,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,No,Yes,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,Not Sure,Not sure,No opinion
MOPS,100,True,company email (eg. me@company.com),,Not Sure,Yes,Technology,,No,No,,,,,,,,Yes,No,Not Sure,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",1,No,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,"Yes, I own my own business",No,,,,,,,,No,No,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,Government,,No,Yes,Yes,4-5,Work,Yes,Work,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,No,Yes,Accounting and Tax,,"Yes, I own my own business",No,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Make one unified inbox with the capability to filter according to my account memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,Technology,,No,No,,2-3,Work,No,Work,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,multiple emails (how many different email addresses do you use?),Graceobeyy12@gmail.com,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,Not Sure,Not sure,No opinion
MOPS,100,True,company email (eg. me@company.com),,Not Sure,Yes,Technology,,No,No,,,,,,,,Yes,Yes,,Yes,Yes,Yes,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,2-3,Work,No,Work,,,No,Yes,,Yes,No,Yes,No opinion
MOPS,100,True,company email (eg. me@company.com),,Yes,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,"Yes, I work independently",No,,2-3,Work,No,Work,,,,,,No,No,Yes,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,No,Yes,Technology,,No,No,,,,,,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,No,Yes,"Real Estate (Agents, etc.)",,"Yes, I own my own business",No,,,,,,,,Yes,No,Not Sure,No,No,No,No opinion
MOPS,100,True,multiple emails (how many different email addresses do you use?),Courtney_Wilson@nashintl.com ,Yes,No,Communication & Media,,No,No,,1,Work,No,Work,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,16-25,Work,No,Work,,,Yes,Yes,,Yes,Yes,Yes,I'd like envelopes to show up in separate inboxes according to my accounts memberships
MOPS,100,True,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,2-3,Work,No,Work,,,Yes,Yes,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
